DATASET,REGION,YEAR,VALUE,LANDUSE,SIMPLE GROUP,AREA sq m,AREA sq km,POPULATION,FLOODCOUNT,FLOW cms
ConusBackcasting,Piedmont,1988,14,Hay Pasture,Hay Pasture,1949707115,1949.707115,2480693,0,401335.46
ConusBackcasting,Piedmont,1988,9,Evergreen Forest,Forest,1226548469,1226.548469,2480693,0,401335.46
ConusBackcasting,Piedmont,1988,13,Cultivated Cropland,Cropland,308213136.1,308.2131361,2480693,0,401335.46
ConusBackcasting,Piedmont,1988,8,Deciduous Forest,Forest,5421068350,5421.06835,2480693,0,401335.46
ConusBackcasting,Piedmont,1988,10,Mixed Forest,Forest,2219284380,2219.28438,2480693,0,401335.46
ConusBackcasting,Piedmont,1988,1,Open Water,Water,133009759.6,133.0097596,2480693,0,401335.46
ConusBackcasting,Piedmont,1988,15,Herbaceous Wetland,Wetland,36763373.26,36.76337326,2480693,0,401335.46
ConusBackcasting,Piedmont,1988,16,Woody Wetland,Wetland,201668011.9,201.6680119,2480693,0,401335.46
ConusBackcasting,Piedmont,1988,6,Mining,Developed,7053075.006,7.053075006,2480693,0,401335.46
ConusBackcasting,Piedmont,1989,2,Developed,Developed,423558999.9,423.5589999,2504308,4,949600.75
ConusBackcasting,Piedmont,1989,14,Hay Pasture,Hay Pasture,1953327277,1953.327277,2504308,4,949600.75
ConusBackcasting,Piedmont,1989,9,Evergreen Forest,Forest,1227422301,1227.422301,2504308,4,949600.75
ConusBackcasting,Piedmont,1989,13,Cultivated Cropland,Cropland,279002170.6,279.0021706,2504308,4,949600.75
ConusBackcasting,Piedmont,1989,8,Deciduous Forest,Forest,5435736249,5435.736249,2504308,4,949600.75
ConusBackcasting,Piedmont,1989,10,Mixed Forest,Forest,2226275038,2226.275038,2504308,4,949600.75
ConusBackcasting,Piedmont,1989,1,Open Water,Water,133072176.2,133.0721762,2504308,4,949600.75
ConusBackcasting,Piedmont,1989,15,Herbaceous Wetland,Wetland,36763373.26,36.76337326,2504308,4,949600.75
ConusBackcasting,Piedmont,1989,16,Woody Wetland,Wetland,201980094.9,201.9800949,2504308,4,949600.75
ConusBackcasting,Piedmont,1989,6,Mining,Developed,7115491.599,7.115491599,2504308,4,949600.75
ConusBackcasting,Piedmont,1990,2,Developed,Developed,425743580.7,425.7435807,2527923,6,843655.63
ConusBackcasting,Piedmont,1990,14,Hay Pasture,Hay Pasture,1955262192,1955.262192,2527923,6,843655.63
ConusBackcasting,Piedmont,1990,9,Evergreen Forest,Forest,1228608216,1228.608216,2527923,6,843655.63
ConusBackcasting,Piedmont,1990,8,Deciduous Forest,Forest,5455522309,5455.522309,2527923,6,843655.63
ConusBackcasting,Piedmont,1990,10,Mixed Forest,Forest,2231642865,2231.642865,2527923,6,843655.63
ConusBackcasting,Piedmont,1990,1,Open Water,Water,133009759.6,133.0097596,2527923,6,843655.63
ConusBackcasting,Piedmont,1990,13,Cultivated Cropland,Cropland,247918707.3,247.9187073,2527923,6,843655.63
ConusBackcasting,Piedmont,1990,15,Herbaceous Wetland,Wetland,36763373.26,36.76337326,2527923,6,843655.63
ConusBackcasting,Piedmont,1990,16,Woody Wetland,Wetland,202292177.8,202.2921778,2527923,6,843655.63
ConusBackcasting,Piedmont,1990,6,Mining,Developed,7489991.157,7.489991157,2527923,6,843655.63
ConusBackcasting,Piedmont,1991,2,Developed,Developed,428115411.2,428.1154112,2558554,4,693264.82
ConusBackcasting,Piedmont,1991,14,Hay Pasture,Hay Pasture,1959568936,1959.568936,2558554,4,693264.82
ConusBackcasting,Piedmont,1991,9,Evergreen Forest,Forest,1229731715,1229.731715,2558554,4,693264.82
ConusBackcasting,Piedmont,1991,8,Deciduous Forest,Forest,5475495619,5475.495619,2558554,4,693264.82
ConusBackcasting,Piedmont,1991,10,Mixed Forest,Forest,2236698609,2236.698609,2558554,4,693264.82
ConusBackcasting,Piedmont,1991,1,Open Water,Water,132947343,132.947343,2558554,4,693264.82
ConusBackcasting,Piedmont,1991,13,Cultivated Cropland,Cropland,214775496.4,214.7754964,2558554,4,693264.82
ConusBackcasting,Piedmont,1991,15,Herbaceous Wetland,Wetland,36763373.26,36.76337326,2558554,4,693264.82
ConusBackcasting,Piedmont,1991,16,Woody Wetland,Wetland,202604260.8,202.6042608,2558554,4,693264.82
ConusBackcasting,Piedmont,1991,6,Mining,Developed,7552407.75,7.55240775,2558554,4,693264.82
ConusBackcasting,Piedmont,1992,2,Developed,Developed,405333354.8,405.3333548,2589185,11,719480.93
ConusBackcasting,Piedmont,1992,14,Hay Pasture,Hay Pasture,1924303561,1924.303561,2589185,11,719480.93
ConusBackcasting,Piedmont,1992,13,Cultivated Cropland,Cropland,728027140.5,728.0271405,2589185,11,719480.93
ConusBackcasting,Piedmont,1992,9,Evergreen Forest,Forest,1205763743,1205.763743,2589185,11,719480.93
ConusBackcasting,Piedmont,1992,8,Deciduous Forest,Forest,5155985079,5155.985079,2589185,11,719480.93
ConusBackcasting,Piedmont,1992,10,Mixed Forest,Forest,2129591736,2129.591736,2589185,11,719480.93
ConusBackcasting,Piedmont,1992,1,Open Water,Water,130138596.4,130.1385964,2589185,11,719480.93
ConusBackcasting,Piedmont,1992,15,Herbaceous Wetland,Wetland,36888206.45,36.88820645,2589185,11,719480.93
ConusBackcasting,Piedmont,1992,16,Woody Wetland,Wetland,202853927.2,202.8539272,2589185,11,719480.93
ConusBackcasting,Piedmont,1992,6,Mining,Developed,5367826.996,5.367826996,2589185,11,719480.93
ConusBackcasting,Mountain,1941,8,Deciduous Forest,Forest,5806154676,5806.154676,660428,0,23716.62
ConusBackcasting,Mountain,1941,10,Mixed Forest,Forest,1202649063,1202.649063,660428,0,23716.62
ConusBackcasting,Mountain,1941,2,Developed,Developed,50071356.91,50.07135691,660428,0,23716.62
ConusBackcasting,Mountain,1941,13,Cultivated Cropland,Cropland,631510941.6,631.5109416,660428,0,23716.62
ConusBackcasting,Mountain,1941,14,Hay Pasture,Hay Pasture,1342748969,1342.748969,660428,0,23716.62
ConusBackcasting,Mountain,1941,9,Evergreen Forest,Forest,526248712.5,526.2487125,660428,0,23716.62
ConusBackcasting,Mountain,1941,1,Open Water,Water,27970034.78,27.97003478,660428,0,23716.62
ConusBackcasting,Mountain,1941,16,Woody Wetland,Wetland,12049590.88,12.04959088,660428,0,23716.62
ConusBackcasting,Mountain,1941,15,Herbaceous Wetland,Wetland,5556547.089,5.556547089,660428,0,23716.62
ConusBackcasting,Mountain,1941,6,Mining,Developed,18292902.21,18.29290221,660428,0,23716.62
ConusBackcasting,Mountain,1942,8,Deciduous Forest,Forest,5833375513,5833.375513,672422,2,46728.2
ConusBackcasting,Mountain,1942,10,Mixed Forest,Forest,1210640501,1210.640501,672422,2,46728.2
ConusBackcasting,Mountain,1942,2,Developed,Developed,50695688.04,50.69568804,672422,2,46728.2
ConusBackcasting,Mountain,1942,14,Hay Pasture,Hay Pasture,1344684395,1344.684395,672422,2,46728.2
ConusBackcasting,Mountain,1942,13,Cultivated Cropland,Cropland,589805621.9,589.8056219,672422,2,46728.2
ConusBackcasting,Mountain,1942,9,Evergreen Forest,Forest,529245501.9,529.2455019,672422,2,46728.2
ConusBackcasting,Mountain,1942,1,Open Water,Water,29718161.96,29.71816196,672422,2,46728.2
ConusBackcasting,Mountain,1942,16,Woody Wetland,Wetland,11425259.74,11.42525974,672422,2,46728.2
ConusBackcasting,Mountain,1942,15,Herbaceous Wetland,Wetland,5494113.975,5.494113975,672422,2,46728.2
ConusBackcasting,Mountain,1942,6,Mining,Developed,18168035.99,18.16803599,672422,2,46728.2
ConusBackcasting,Mountain,1943,8,Deciduous Forest,Forest,5858099026,5858.099026,684416,2,41164.39
ConusBackcasting,Mountain,1943,10,Mixed Forest,Forest,1217695443,1217.695443,684416,2,41164.39
ConusBackcasting,Mountain,1943,2,Developed,Developed,51195152.95,51.19515295,684416,2,41164.39
ConusBackcasting,Mountain,1943,14,Hay Pasture,Hay Pasture,1348804981,1348.804981,684416,2,41164.39
ConusBackcasting,Mountain,1943,13,Cultivated Cropland,Cropland,550660059.8,550.6600598,684416,2,41164.39
ConusBackcasting,Mountain,1943,9,Evergreen Forest,Forest,532429590.7,532.4295907,684416,2,41164.39
ConusBackcasting,Mountain,1943,1,Open Water,Water,30841958,30.841958,684416,2,41164.39
ConusBackcasting,Mountain,1943,16,Woody Wetland,Wetland,10613629.27,10.61362927,684416,2,41164.39
ConusBackcasting,Mountain,1943,15,Herbaceous Wetland,Wetland,5494113.975,5.494113975,684416,2,41164.39
ConusBackcasting,Mountain,1943,6,Mining,Developed,17418838.63,17.41883863,684416,2,41164.39
ConusBackcasting,Mountain,1944,8,Deciduous Forest,Forest,5885881762,5885.881762,696410,0,34179.69
ConusBackcasting,Mountain,1944,10,Mixed Forest,Forest,1226560945,1226.560945,696410,0,34179.69
ConusBackcasting,Mountain,1944,2,Developed,Developed,51819484.08,51.81948408,696410,0,34179.69
ConusBackcasting,Mountain,1944,14,Hay Pasture,Hay Pasture,1350553108,1350.553108,696410,0,34179.69
ConusBackcasting,Mountain,1944,13,Cultivated Cropland,Cropland,509142039.4,509.1420394,696410,0,34179.69
ConusBackcasting,Mountain,1944,9,Evergreen Forest,Forest,534989348.3,534.9893483,696410,0,34179.69
ConusBackcasting,Mountain,1944,1,Open Water,Water,32090620.26,32.09062026,696410,0,34179.69
ConusBackcasting,Mountain,1944,16,Woody Wetland,Wetland,9926865.023,9.926865023,696410,0,34179.69
ConusBackcasting,Mountain,1944,15,Herbaceous Wetland,Wetland,5369247.749,5.369247749,696410,0,34179.69
ConusBackcasting,Mountain,1944,6,Mining,Developed,16919373.72,16.91937372,696410,0,34179.69
ConusBackcasting,Mountain,1945,8,Deciduous Forest,Forest,5889440449,5889.440449,708404,0,33442.31
ConusBackcasting,Mountain,1945,10,Mixed Forest,Forest,1227497442,1227.497442,708404,0,33442.31
ConusBackcasting,Mountain,1945,2,Developed,Developed,52318948.99,52.31894899,708404,0,33442.31
ConusBackcasting,Mountain,1945,14,Hay Pasture,Hay Pasture,1351427172,1351.427172,708404,0,33442.31
ConusBackcasting,Mountain,1945,13,Cultivated Cropland,Cropland,504084957.2,504.0849572,708404,0,33442.31
ConusBackcasting,Mountain,1945,9,Evergreen Forest,Forest,535426380.1,535.4263801,708404,0,33442.31
ConusBackcasting,Mountain,1945,1,Open Water,Water,32714951.4,32.7149514,708404,0,33442.31
ConusBackcasting,Mountain,1945,16,Woody Wetland,Wetland,8990368.323,8.990368323,708404,0,33442.31
ConusBackcasting,Mountain,1945,15,Herbaceous Wetland,Wetland,5244381.522,5.244381522,708404,0,33442.31
ConusBackcasting,Mountain,1945,6,Mining,Developed,16107743.25,16.10774325,708404,0,33442.31
ConusBackcasting,Mountain,1946,8,Deciduous Forest,Forest,5893186436,5893.186436,720397,1,35513.1
ConusBackcasting,Mountain,1946,10,Mixed Forest,Forest,1228621238,1228.621238,720397,1,35513.1
ConusBackcasting,Mountain,1946,2,Developed,Developed,53005713.24,53.00571324,720397,1,35513.1
ConusBackcasting,Mountain,1946,14,Hay Pasture,Hay Pasture,1351177439,1351.177439,720397,1,35513.1
ConusBackcasting,Mountain,1946,13,Cultivated Cropland,Cropland,498778142.6,498.7781426,720397,1,35513.1
ConusBackcasting,Mountain,1946,9,Evergreen Forest,Forest,535800978.8,535.8009788,720397,1,35513.1
ConusBackcasting,Mountain,1946,1,Open Water,Water,32964683.85,32.96468385,720397,1,35513.1
ConusBackcasting,Mountain,1946,16,Woody Wetland,Wetland,8678202.756,8.678202756,720397,1,35513.1
ConusBackcasting,Mountain,1946,15,Herbaceous Wetland,Wetland,5244381.522,5.244381522,720397,1,35513.1
ConusBackcasting,Mountain,1946,6,Mining,Developed,15795577.68,15.79557768,720397,1,35513.1
ConusBackcasting,Mountain,1947,8,Deciduous Forest,Forest,5897244588,5897.244588,732391,0,34490.26
ConusBackcasting,Mountain,1947,10,Mixed Forest,Forest,1229807467,1229.807467,732391,0,34490.26
ConusBackcasting,Mountain,1947,2,Developed,Developed,53193012.58,53.19301258,732391,0,34490.26
ConusBackcasting,Mountain,1947,14,Hay Pasture,Hay Pasture,1350428242,1350.428242,732391,0,34490.26
ConusBackcasting,Mountain,1947,13,Cultivated Cropland,Cropland,494095659.1,494.0956591,732391,0,34490.26
ConusBackcasting,Mountain,1947,9,Evergreen Forest,Forest,536300443.7,536.3004437,732391,0,34490.26
ConusBackcasting,Mountain,1947,1,Open Water,Water,33151983.19,33.15198319,732391,0,34490.26
ConusBackcasting,Mountain,1947,16,Woody Wetland,Wetland,8241170.963,8.241170963,732391,0,34490.26
ConusBackcasting,Mountain,1947,15,Herbaceous Wetland,Wetland,5244381.522,5.244381522,732391,0,34490.26
ConusBackcasting,Mountain,1947,6,Mining,Developed,15545845.23,15.54584523,732391,0,34490.26
ConusBackcasting,Mountain,1948,8,Deciduous Forest,Forest,5901177874,5901.177874,744385,2,62741.92
ConusBackcasting,Mountain,1948,10,Mixed Forest,Forest,1230681530,1230.68153,744385,2,62741.92
ConusBackcasting,Mountain,1948,2,Developed,Developed,53505178.15,53.50517815,744385,2,62741.92
ConusBackcasting,Mountain,1948,14,Hay Pasture,Hay Pasture,1350240943,1350.240943,744385,2,62741.92
ConusBackcasting,Mountain,1948,13,Cultivated Cropland,Cropland,488851277.6,488.8512776,744385,2,62741.92
ConusBackcasting,Mountain,1948,9,Evergreen Forest,Forest,536737475.5,536.7374755,744385,2,62741.92
ConusBackcasting,Mountain,1948,1,Open Water,Water,33526581.87,33.52658187,744385,2,62741.92
ConusBackcasting,Mountain,1948,16,Woody Wetland,Wetland,7991438.509,7.991438509,744385,2,62741.92
ConusBackcasting,Mountain,1948,15,Herbaceous Wetland,Wetland,5244381.522,5.244381522,744385,2,62741.92
ConusBackcasting,Mountain,1948,6,Mining,Developed,15296112.77,15.29611277,744385,2,62741.92
ConusBackcasting,Mountain,1950,8,Deciduous Forest,Forest,5906110090,5906.11009,768373,2,46553.3
ConusBackcasting,Mountain,1950,10,Mixed Forest,Forest,1232741823,1232.741823,768373,2,46553.3
ConusBackcasting,Mountain,1950,2,Developed,Developed,54628974.19,54.62897419,768373,2,46553.3
ConusBackcasting,Mountain,1950,14,Hay Pasture,Hay Pasture,1350116076,1350.116076,768373,2,46553.3
ConusBackcasting,Mountain,1950,13,Cultivated Cropland,Cropland,480984705.3,480.9847053,768373,2,46553.3
ConusBackcasting,Mountain,1950,9,Evergreen Forest,Forest,537549106,537.549106,768373,2,46553.3
ConusBackcasting,Mountain,1950,1,Open Water,Water,34026046.78,34.02604678,768373,2,46553.3
ConusBackcasting,Mountain,1950,16,Woody Wetland,Wetland,7429540.489,7.429540489,768373,2,46553.3
ConusBackcasting,Mountain,1950,15,Herbaceous Wetland,Wetland,5119515.295,5.119515295,768373,2,46553.3
ConusBackcasting,Mountain,1950,6,Mining,Developed,14546915.41,14.54691541,768373,2,46553.3
ConusBackcasting,Mountain,1951,8,Deciduous Forest,Forest,5926962750,5926.96275,776369,0,46883.45
ConusBackcasting,Mountain,1951,10,Mixed Forest,Forest,1238485670,1238.48567,776369,0,46883.45
ConusBackcasting,Mountain,1951,2,Developed,Developed,55066005.98,55.06600598,776369,0,46883.45
ConusBackcasting,Mountain,1951,14,Hay Pasture,Hay Pasture,1347681185,1347.681185,776369,0,46883.45
ConusBackcasting,Mountain,1951,13,Cultivated Cropland,Cropland,453888734.1,453.8887341,776369,0,46883.45
ConusBackcasting,Mountain,1951,9,Evergreen Forest,Forest,539921564.3,539.9215643,776369,0,46883.45
ConusBackcasting,Mountain,1951,1,Open Water,Water,34587944.8,34.5879448,776369,0,46883.45
ConusBackcasting,Mountain,1951,16,Woody Wetland,Wetland,7304674.263,7.304674263,776369,0,46883.45
ConusBackcasting,Mountain,1951,15,Herbaceous Wetland,Wetland,5119515.295,5.119515295,776369,0,46883.45
ConusBackcasting,Mountain,1951,6,Mining,Developed,14234749.85,14.23474985,776369,0,46883.45
ConusBackcasting,Mountain,1952,8,Deciduous Forest,Forest,5946691614,5946.691614,784364,2,52230.65
ConusBackcasting,Mountain,1952,10,Mixed Forest,Forest,1245540611,1245.540611,784364,2,52230.65
ConusBackcasting,Mountain,1952,2,Developed,Developed,55627904,55.627904,784364,2,52230.65
ConusBackcasting,Mountain,1952,14,Hay Pasture,Hay Pasture,1345995491,1345.995491,784364,2,52230.65
ConusBackcasting,Mountain,1952,9,Evergreen Forest,Forest,542106723.3,542.1067233,784364,2,52230.65
ConusBackcasting,Mountain,1952,13,Cultivated Cropland,Cropland,425731400,425.7314,784364,2,52230.65
ConusBackcasting,Mountain,1952,1,Open Water,Water,35399575.27,35.39957527,784364,2,52230.65
ConusBackcasting,Mountain,1952,16,Woody Wetland,Wetland,7242241.149,7.242241149,784364,2,52230.65
ConusBackcasting,Mountain,1952,15,Herbaceous Wetland,Wetland,5057082.182,5.057082182,784364,2,52230.65
ConusBackcasting,Mountain,1952,6,Mining,Developed,13860151.16,13.86015116,784364,2,52230.65
ConusBackcasting,Mountain,1953,8,Deciduous Forest,Forest,5969542133,5969.542133,792360,2,40445.09
ConusBackcasting,Mountain,1953,10,Mixed Forest,Forest,1251908789,1251.908789,792360,2,40445.09
ConusBackcasting,Mountain,1953,2,Developed,Developed,56564400.7,56.5644007,792360,2,40445.09
ConusBackcasting,Mountain,1953,14,Hay Pasture,Hay Pasture,1344247364,1344.247364,792360,2,40445.09
ConusBackcasting,Mountain,1953,9,Evergreen Forest,Forest,544853780.3,544.8537803,792360,2,40445.09
ConusBackcasting,Mountain,1953,13,Cultivated Cropland,Cropland,393765645.9,393.7656459,792360,2,40445.09
ConusBackcasting,Mountain,1953,1,Open Water,Water,36398505.09,36.39850509,792360,2,40445.09
ConusBackcasting,Mountain,1953,16,Woody Wetland,Wetland,7179808.036,7.179808036,792360,2,40445.09
ConusBackcasting,Mountain,1953,15,Herbaceous Wetland,Wetland,4994649.068,4.994649068,792360,2,40445.09
ConusBackcasting,Mountain,1953,6,Mining,Developed,13797718.05,13.79771805,792360,2,40445.09
ConusBackcasting,Mountain,1954,8,Deciduous Forest,Forest,5990020195,5990.020195,800356,2,38103.37
ConusBackcasting,Mountain,1954,10,Mixed Forest,Forest,1259088597,1259.088597,800356,2,38103.37
ConusBackcasting,Mountain,1954,2,Developed,Developed,57001432.49,57.00143249,800356,2,38103.37
ConusBackcasting,Mountain,1954,14,Hay Pasture,Hay Pasture,1341437874,1341.437874,800356,2,38103.37
ConusBackcasting,Mountain,1954,9,Evergreen Forest,Forest,548911932.6,548.9119326,800356,2,38103.37
ConusBackcasting,Mountain,1954,13,Cultivated Cropland,Cropland,364109917.1,364.1099171,800356,2,38103.37
ConusBackcasting,Mountain,1954,1,Open Water,Water,37459868.01,37.45986801,800356,2,38103.37
ConusBackcasting,Mountain,1954,16,Woody Wetland,Wetland,6867642.469,6.867642469,800356,2,38103.37
ConusBackcasting,Mountain,1954,15,Herbaceous Wetland,Wetland,4994649.068,4.994649068,800356,2,38103.37
ConusBackcasting,Mountain,1954,6,Mining,Developed,13360686.26,13.36068626,800356,2,38103.37
ConusBackcasting,Mountain,1955,8,Deciduous Forest,Forest,6012183950,6012.18395,808352,2,40927.26
ConusBackcasting,Mountain,1955,10,Mixed Forest,Forest,1265581641,1265.581641,808352,2,40927.26
ConusBackcasting,Mountain,1955,2,Developed,Developed,57438464.29,57.43846429,808352,2,40927.26
ConusBackcasting,Mountain,1955,14,Hay Pasture,Hay Pasture,1340001912,1340.001912,808352,2,40927.26
ConusBackcasting,Mountain,1955,9,Evergreen Forest,Forest,551534123.4,551.5341234,808352,2,40927.26
ConusBackcasting,Mountain,1955,13,Cultivated Cropland,Cropland,332768494.2,332.7684942,808352,2,40927.26
ConusBackcasting,Mountain,1955,1,Open Water,Water,38583664.05,38.58366405,808352,2,40927.26
ConusBackcasting,Mountain,1955,16,Woody Wetland,Wetland,6867642.469,6.867642469,808352,2,40927.26
ConusBackcasting,Mountain,1955,15,Herbaceous Wetland,Wetland,4994649.068,4.994649068,808352,2,40927.26
ConusBackcasting,Mountain,1955,6,Mining,Developed,13298253.14,13.29825314,808352,2,40927.26
ConusBackcasting,Mountain,1956,8,Deciduous Forest,Forest,6037219628,6037.219628,816347,0,27003.75
ConusBackcasting,Mountain,1956,10,Mixed Forest,Forest,1273385780,1273.38578,816347,0,27003.75
ConusBackcasting,Mountain,1956,2,Developed,Developed,58000362.31,58.00036231,816347,0,27003.75
ConusBackcasting,Mountain,1956,14,Hay Pasture,Hay Pasture,1337691887,1337.691887,816347,0,27003.75
ConusBackcasting,Mountain,1956,9,Evergreen Forest,Forest,553719282.3,553.7192823,816347,0,27003.75
ConusBackcasting,Mountain,1956,13,Cultivated Cropland,Cropland,298804880.5,298.8048805,816347,0,27003.75
ConusBackcasting,Mountain,1956,1,Open Water,Water,39395294.53,39.39529453,816347,0,27003.75
ConusBackcasting,Mountain,1956,16,Woody Wetland,Wetland,6805209.356,6.805209356,816347,0,27003.75
ConusBackcasting,Mountain,1956,15,Herbaceous Wetland,Wetland,4994649.068,4.994649068,816347,0,27003.75
ConusBackcasting,Mountain,1956,6,Mining,Developed,13235820.03,13.23582003,816347,0,27003.75
ConusBackcasting,Mountain,1957,8,Deciduous Forest,Forest,6049269219,6049.269219,824343,2,46921.15
ConusBackcasting,Mountain,1957,10,Mixed Forest,Forest,1277880964,1277.880964,824343,2,46921.15
ConusBackcasting,Mountain,1957,2,Developed,Developed,58687126.55,58.68712655,824343,2,46921.15
ConusBackcasting,Mountain,1957,14,Hay Pasture,Hay Pasture,1334570231,1334.570231,824343,2,46921.15
ConusBackcasting,Mountain,1957,9,Evergreen Forest,Forest,554967944.6,554.9679446,824343,2,46921.15
ConusBackcasting,Mountain,1957,13,Cultivated Cropland,Cropland,282822003.5,282.8220035,824343,2,46921.15
ConusBackcasting,Mountain,1957,1,Open Water,Water,40144491.89,40.14449189,824343,2,46921.15
ConusBackcasting,Mountain,1957,16,Woody Wetland,Wetland,6805209.356,6.805209356,824343,2,46921.15
ConusBackcasting,Mountain,1957,15,Herbaceous Wetland,Wetland,4994649.068,4.994649068,824343,2,46921.15
ConusBackcasting,Mountain,1957,6,Mining,Developed,13110953.8,13.1109538,824343,2,46921.15
ConusBackcasting,Mountain,1958,8,Deciduous Forest,Forest,6063441536,6063.441536,832339,0,50981.94
ConusBackcasting,Mountain,1958,10,Mixed Forest,Forest,1283187779,1283.187779,832339,0,50981.94
ConusBackcasting,Mountain,1958,2,Developed,Developed,59249024.57,59.24902457,832339,0,50981.94
ConusBackcasting,Mountain,1958,14,Hay Pasture,Hay Pasture,1331948040,1331.94804,832339,0,50981.94
ConusBackcasting,Mountain,1958,9,Evergreen Forest,Forest,556154173.8,556.1541738,832339,0,50981.94
ConusBackcasting,Mountain,1958,13,Cultivated Cropland,Cropland,264216935.7,264.2169357,832339,0,50981.94
ConusBackcasting,Mountain,1958,1,Open Water,Water,40456657.45,40.45665745,832339,0,50981.94
ConusBackcasting,Mountain,1958,16,Woody Wetland,Wetland,6805209.356,6.805209356,832339,0,50981.94
ConusBackcasting,Mountain,1958,15,Herbaceous Wetland,Wetland,4932215.955,4.932215955,832339,0,50981.94
ConusBackcasting,Mountain,1958,6,Mining,Developed,12861221.35,12.86122135,832339,0,50981.94
ConusBackcasting,Mountain,1959,8,Deciduous Forest,Forest,6078175751,6078.175751,840334,0,40317.31
ConusBackcasting,Mountain,1959,10,Mixed Forest,Forest,1288557027,1288.557027,840334,0,40317.31
ConusBackcasting,Mountain,1959,2,Developed,Developed,59873355.71,59.87335571,840334,0,40317.31
ConusBackcasting,Mountain,1959,14,Hay Pasture,Hay Pasture,1328139620,1328.13962,840334,0,40317.31
ConusBackcasting,Mountain,1959,9,Evergreen Forest,Forest,557715001.6,557.7150016,840334,0,40317.31
ConusBackcasting,Mountain,1959,13,Cultivated Cropland,Cropland,245611867.9,245.6118679,840334,0,40317.31
ConusBackcasting,Mountain,1959,1,Open Water,Water,40893689.25,40.89368925,840334,0,40317.31
ConusBackcasting,Mountain,1959,16,Woody Wetland,Wetland,6680343.129,6.680343129,840334,0,40317.31
ConusBackcasting,Mountain,1959,15,Herbaceous Wetland,Wetland,4869782.842,4.869782842,840334,0,40317.31
ConusBackcasting,Mountain,1959,6,Mining,Developed,12736355.12,12.73635512,840334,0,40317.31
ConusBackcasting,Mountain,1960,8,Deciduous Forest,Forest,6092223201,6092.223201,848330,2,47117.43
ConusBackcasting,Mountain,1960,10,Mixed Forest,Forest,1293863841,1293.863841,848330,2,47117.43
ConusBackcasting,Mountain,1960,2,Developed,Developed,60622553.07,60.62255307,848330,2,47117.43
ConusBackcasting,Mountain,1960,14,Hay Pasture,Hay Pasture,1325330130,1325.33013,848330,2,47117.43
ConusBackcasting,Mountain,1960,9,Evergreen Forest,Forest,559400695.7,559.4006957,848330,2,47117.43
ConusBackcasting,Mountain,1960,13,Cultivated Cropland,Cropland,226757067.7,226.7570677,848330,2,47117.43
ConusBackcasting,Mountain,1960,1,Open Water,Water,41330721.04,41.33072104,848330,2,47117.43
ConusBackcasting,Mountain,1960,16,Woody Wetland,Wetland,6555476.902,6.555476902,848330,2,47117.43
ConusBackcasting,Mountain,1960,15,Herbaceous Wetland,Wetland,4869782.842,4.869782842,848330,2,47117.43
ConusBackcasting,Mountain,1960,6,Mining,Developed,12299323.33,12.29932333,848330,2,47117.43
ConusBackcasting,Mountain,1961,8,Deciduous Forest,Forest,6107207148,6107.207148,853821,2,50465.52
ConusBackcasting,Mountain,1961,10,Mixed Forest,Forest,1297547395,1297.547395,853821,2,50465.52
ConusBackcasting,Mountain,1961,2,Developed,Developed,61309317.31,61.30931731,853821,2,50465.52
ConusBackcasting,Mountain,1961,14,Hay Pasture,Hay Pasture,1322770373,1322.770373,853821,2,50465.52
ConusBackcasting,Mountain,1961,9,Evergreen Forest,Forest,560524491.7,560.5244917,853821,2,50465.52
ConusBackcasting,Mountain,1961,13,Cultivated Cropland,Cropland,208651464.8,208.6514648,853821,2,50465.52
ConusBackcasting,Mountain,1961,1,Open Water,Water,42017485.29,42.01748529,853821,2,50465.52
ConusBackcasting,Mountain,1961,16,Woody Wetland,Wetland,6493043.789,6.493043789,853821,2,50465.52
ConusBackcasting,Mountain,1961,15,Herbaceous Wetland,Wetland,4807349.728,4.807349728,853821,2,50465.52
ConusBackcasting,Mountain,1961,6,Mining,Developed,11924724.65,11.92472465,853821,2,50465.52
ConusBackcasting,Mountain,1962,8,Deciduous Forest,Forest,6121067300,6121.0673,859312,0,47223.16
ConusBackcasting,Mountain,1962,10,Mixed Forest,Forest,1302604477,1302.604477,859312,0,47223.16
ConusBackcasting,Mountain,1962,2,Developed,Developed,61746349.11,61.74634911,859312,0,47223.16
ConusBackcasting,Mountain,1962,14,Hay Pasture,Hay Pasture,1319836016,1319.836016,859312,0,47223.16
ConusBackcasting,Mountain,1962,9,Evergreen Forest,Forest,561460988.4,561.4609884,859312,0,47223.16
ConusBackcasting,Mountain,1962,13,Cultivated Cropland,Cropland,191295059.3,191.2950593,859312,0,47223.16
ConusBackcasting,Mountain,1962,1,Open Water,Water,42579383.31,42.57938331,859312,0,47223.16
ConusBackcasting,Mountain,1962,16,Woody Wetland,Wetland,6493043.789,6.493043789,859312,0,47223.16
ConusBackcasting,Mountain,1962,15,Herbaceous Wetland,Wetland,4744916.615,4.744916615,859312,0,47223.16
ConusBackcasting,Mountain,1962,6,Mining,Developed,11425259.74,11.42525974,859312,0,47223.16
ConusBackcasting,Mountain,1963,8,Deciduous Forest,Forest,6120442968,6120.442968,864803,2,34241.98
ConusBackcasting,Mountain,1963,10,Mixed Forest,Forest,1302791776,1302.791776,864803,2,34241.98
